resource_id,incident_id,boats_used,vehicles_used,pumps_used,equipment_used,fuel_consumed
28a983b4-fd24-42c0-b56a-35002dd4e8f7,e9a577b3-5553-479d-8ce7-195b6f0193d5,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
1a21da23-f105-45bb-8ea5-6e548c07db28,9a7da0c3-0470-4f4a-8287-6f51da7eedf3,0,3,0,"[""Earthmovers""]",46.5
64fd54e0-8334-4112-8b9e-a87bf384d24e,0287c3f7-ce95-4b4d-b9ee-ad8e3c7e9056,0,1,0,[],15.5
22b99d99-467d-4143-9d40-7d0371fe92cd,ed9c7bf0-00a5-4759-808a-a4ff5b1c9740,0,1,2,"[""Life Jackets"", ""Ropes""]",26.5
7e0e9675-0a9f-4b66-8317-a6da5b7938e4,b6ac51d4-2f58-49e2-8c9e-410a56a140fb,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
909c6b78-7d53-4f4e-a6ad-7076dc8e80b4,f571a134-fbbd-485f-a688-6ccfefd0ce5d,0,6,0,[],93.0
cc1ba58c-cdd9-46d8-a4a8-d4224058f8d6,280fba8a-f93a-4a70-abfa-8b6b70e16560,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
2509483f-ded9-46d9-b1c2-92e687466be5,21c4a648-35a5-44f7-8641-561832fa7edc,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
6988dd88-14e3-4e1d-a795-6ac1311a9e5f,7ca7201d-a945-452d-909a-9659b1296df9,0,5,0,[],77.5
c6f7e393-2e31-4240-ace9-65ea3bb33877,220255cb-90b6-47b1-8c6b-db429ae5eafb,0,3,0,[],46.5
8d386aa2-1444-42f1-81b5-726e2b7743e8,f6c32a74-5112-461a-bb08-fe6dcb2988fc,5,6,2,"[""Life Jackets"", ""Ropes""]",204.0
7a56cc41-8a54-4a99-8065-ac52123af2fc,96d270a8-26a3-45f5-b782-7d7408cd7e16,0,6,0,"[""Earthmovers""]",93.0
c554a101-ef9b-4850-8766-0e46022954e9,993fb2d7-b834-425a-a838-7bddabfb7897,0,5,0,"[""Safety Kits"", ""Gas Detectors""]",77.5
dc5447fc-9713-41c9-8905-427310ab20ed,ec73d62b-08fd-4bad-945e-14e0c8683a31,2,5,10,"[""Life Jackets"", ""Ropes""]",172.5
a28418e9-c44c-4670-89f2-cefd940d29f6,ad19c796-416d-4276-a689-78362f3388d3,0,3,0,"[""Earthmovers""]",46.5
af77adc1-6ad4-4223-8fec-4c43845854f1,ccdd9799-bd18-45c7-bcf6-f27bdeea639f,0,1,0,"[""Safety Kits"", ""Gas Detectors""]",15.5
5325d6ae-28c5-4e40-9d8d-3768a0eea50d,c7eeb0db-447c-4289-a63d-211f9ae22507,0,8,0,"[""Earthmovers""]",124.0
20c07e8e-6e7a-4e6a-b36e-efa6b1b4bcfa,99740eba-d260-45fe-9946-f7c55fa4b506,0,1,0,"[""Safety Kits"", ""Gas Detectors""]",15.5
d8c79ba9-d754-47cf-8188-468d51ca41a3,79099982-7a0d-407e-9cd4-437cef0a065c,0,2,0,"[""Chainsaws""]",31.0
ebbc3a12-e9d8-410a-9cd9-9b51c9225357,88335b2a-28bc-45ca-a603-b2a67846f48a,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
721e75ce-403e-4b6b-8a97-0a717638e356,157059d8-e239-45db-a86f-000223578a19,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
cb578188-a910-4eaa-a654-780099e54460,96a10d9e-2289-4c05-b37c-ccccaa09ce14,0,2,0,"[""Chainsaws""]",31.0
0f37a369-1055-465f-a8d0-323ce4ccd149,2d5ae449-2a22-4267-9a4b-95bd3b01ce23,4,3,2,"[""Life Jackets"", ""Ropes""]",137.5
1028d79a-34ad-4cd3-a514-f6c12898ad62,dcd088a5-2f1c-417c-956e-d4fa7a64f52c,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
476a1493-5ef0-4ea6-bed1-bd98a66326fd,463ad6d1-490c-427e-9b82-5f49f9b12f58,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
f9fff1f2-4159-40a1-be31-95a5d9e6223c,86d9691b-9d21-4fcc-af4d-9d3ab34a5523,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
1def13e2-8790-46e0-ab19-3d250b4618a1,15783341-863d-408b-9a9b-d650d1e24fc2,0,1,0,[],15.5
f21d0719-4de6-4720-8ca2-6381f6c66c5b,6375e479-5b42-4cf7-9ff9-6e90aaec8c4d,0,1,0,[],15.5
079edd32-79dc-46b8-a6ca-03384e3eca76,c2ff142a-472f-4c04-a4d7-19fa320da8b1,0,3,0,"[""Earthmovers""]",46.5
afa12d10-2643-40f9-9405-4fab1c0118b1,5290312e-c8cd-4e60-b2c1-f7410a1162b3,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
c348311c-b67e-4d52-a2b7-12cf1a5be863,eda326e4-f0ce-4329-bddf-c360ffc6c498,0,2,0,"[""Chainsaws""]",31.0
d0735f83-b141-4447-b3fd-e96acc91ff37,2b9cccfe-972e-4af2-b1f2-f2c7807c38df,0,2,0,"[""Chainsaws""]",31.0
86adedd6-b99d-43d7-8855-0b58a79eb735,e714900b-5a5d-4c17-b6db-428e7061c29e,0,8,0,"[""Fire Hoses"", ""Breathing Apparatus""]",124.0
fbe2364b-8da8-473e-b7a6-bb0bcd5cd2b6,4b63ae76-cdda-45e1-bea8-b14d3db92d88,0,1,0,[],15.5
6d0833b6-b4ad-4fc3-9ae9-0432ad69f170,838c5abc-c55e-40c3-bc29-73dc8f6bd9f3,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
481c6f61-0ef4-4367-9b60-db9ab5180b0f,409ec20f-515f-46ae-b3f1-94a0e3333262,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
db62da85-5c82-4911-bafa-ee05ec9bfafc,4b4d619b-a9d9-4537-9531-b6d8f0253697,0,5,0,"[""Chainsaws""]",77.5
93e68474-b728-4a37-a507-f55956b903e1,478bb630-2c26-470c-b553-8578dba16d47,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
91d5cf01-234f-4858-9b3d-5a3e8d2c5d99,5839eb73-8a88-4831-902f-b9c312b94e22,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
94480b3d-7536-462c-b69d-dbc8fa42c3c9,045e5210-ac78-4b18-bc3d-d1656a40b4d9,0,1,0,[],15.5
98853750-f919-4951-b79d-d1fb02afcac3,0b7c55a3-4e73-440d-bef1-7faeb5386648,0,1,2,"[""Life Jackets"", ""Ropes""]",26.5
88ea7cb6-718e-40db-9c1b-117fa1a1d59c,a372d153-bb45-4ca9-a725-904e459ebabe,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
46392c06-cc39-4823-9044-0239ed9f0ce2,e833623f-2782-4630-a65c-257a0099483d,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
e4c469fc-6c93-4a33-8f87-47a60771a8de,bae3e283-96a4-4768-a5fb-608d63a21a23,0,1,0,"[""Safety Kits"", ""Gas Detectors""]",15.5
bac10c28-d13c-4f71-99b4-94069f3a7b4d,bb8c061d-ecff-4dcc-ae40-3d0e539bfc4d,0,1,0,[],15.5
f81a2b5a-6546-49b1-a535-4fcf4240c623,3e4ef4c6-174b-4d2d-97f1-3def60600702,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
b10aa235-19f7-40e4-9170-c77600c8a600,3a26ed65-bd3c-42d7-8392-6c2af8f52f96,0,2,0,"[""Chainsaws""]",31.0
40fc873c-c164-4607-8ee5-406435e2821a,a904f052-a793-481a-bc12-c14788a65187,0,2,0,"[""Chainsaws""]",31.0
1266d0a1-6045-4f46-8192-a8831007f142,4141fb06-fc98-4bf1-9ba9-37ee3574bb86,0,2,0,"[""Chainsaws""]",31.0
cbb5f2a0-14ea-4472-9d2c-0058ff5ad3f0,17400b6c-33e6-4953-b4ec-5ec8ff443764,0,1,0,[],15.5
ade252a4-7f30-4462-8af9-23f5523f09ed,3ca5270e-daa4-4396-9b55-290cc8a76c9a,0,1,0,[],15.5
c077cb5d-fb0d-4a38-82fd-aa0bb4a8c470,dcb3346c-dfb3-4da3-9bb5-778b516472f7,1,4,3,"[""Life Jackets"", ""Ropes""]",98.5
fc7e402b-4845-4a3c-9ea8-39350974c4c4,0e2540db-326d-4f56-a820-358399438ed3,3,4,3,"[""Life Jackets"", ""Ropes""]",138.5
3daaec5f-94f5-4b08-a2a3-2d98b817a43f,f6c0e785-d6bd-489c-aa65-8fe2e653fd58,3,6,9,"[""Life Jackets"", ""Ropes""]",202.5
d8be915b-5877-498e-9c70-c6594880e260,a701bbef-27bb-40ef-aab3-48d2c74a408b,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
aff6a30c-bcc6-4d21-b1d7-44f8f6129927,8359b87b-3d2a-415d-b725-ca848a6ddc8d,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
9d7008d4-d7ce-4334-be26-d256aaeca39d,a01cad15-9d4b-48b8-9204-16f17703584d,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
32827c1b-9473-45f8-882f-b89b56f99ef4,ec828139-4aca-4804-ac27-77a915ad0fde,0,6,0,"[""Chainsaws""]",93.0
2f836085-9501-4255-8540-ba2cb6e9eee3,9f8a0f16-c2da-48a6-9a15-7e6a7cc4fa89,0,1,0,"[""Safety Kits"", ""Gas Detectors""]",15.5
4174332d-4a63-48a9-9f2e-2e461d34432b,76ca834d-1b96-4b91-b158-cb5163af42d7,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
736bc703-2071-49fb-bef5-c1b27665d5a6,4b596172-a0f7-470b-a46f-9d5e7effd96f,0,1,0,[],15.5
5323e926-43bb-41a6-b551-a237caab2213,82bca379-7df8-48db-baae-4330238484f9,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
3a4c5f0a-652f-4a08-a764-1e6c612ed126,5374e2f7-32ff-448e-aa58-fd708ffabc5f,0,4,0,"[""Chainsaws""]",62.0
a49faa02-1cb9-4b02-bd39-9f9c9b92607e,8909ccea-b49a-426c-aaac-6ad3f5275625,4,4,6,"[""Life Jackets"", ""Ropes""]",175.0
ef4cd18a-1daf-486b-aad2-cda634fa4f97,8e2ab4ba-074d-42a3-a0cb-eba37ef75179,1,1,1,"[""Life Jackets"", ""Ropes""]",41.0
1eddad55-49ce-4101-9f4e-85aa3ad727f6,2245baf3-a1a5-4b37-9fd4-6cd1d49786a8,3,3,8,"[""Life Jackets"", ""Ropes""]",150.5
1b0d9f84-f594-49a7-b743-945dbe59de2d,8a062c9e-b51a-4e48-bc27-82d1783819e1,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
f4cb0d4c-c8e0-43a1-82f4-557e79dfa412,c3e71ba7-e6a3-408e-a545-1786f1eb3f24,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
1095ff1a-6904-48f4-8dd5-1ffb8efa9404,d8a50802-2767-4ffe-bb38-89a3f9d72c45,0,3,0,"[""Fire Hoses"", ""Breathing Apparatus""]",46.5
37e3d445-4e55-4e50-ba4e-a6212040ebae,883abaa1-98e9-49f0-9212-80c3048bde89,0,2,0,"[""Chainsaws""]",31.0
6dea35e3-8217-4cbb-bd4d-554d4fe3c54b,ad1d2298-8f52-4810-a434-0d308ca3b1cb,0,1,0,[],15.5
8b8c1299-9fcf-4a51-8828-a9a0d75aec85,eb7b21fd-db33-487f-8701-4a5f72b59927,0,2,0,"[""Chainsaws""]",31.0
9c4f0d54-85b3-4a22-86b8-c604e690f185,0ead7ce4-a1e2-4407-acd3-bdd1fd25ce22,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
49886be2-3964-4f22-9b98-34ac3417d571,703d7de9-57e5-409f-b375-1d2a2c663433,0,1,0,[],15.5
c67a2ca3-95cd-4737-854f-773bb1ea392f,ee921ac0-59a4-4678-a7fc-e62a5865532d,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
b7629f2d-0e42-4f3b-b504-54eb060e4e42,bf2f15b8-8d8a-4fbb-a608-d3aeb453fb04,3,6,10,"[""Life Jackets"", ""Ropes""]",208.0
9c8d5a39-7f84-4ebf-a486-3fd3c795d7fa,0510cd19-7708-49a4-9098-f2f579b10d74,0,2,0,"[""Chainsaws""]",31.0
05f74e56-fb5a-440f-be01-b16bd2d03417,e14dc375-1d77-48d9-85eb-ce5d7744398a,0,7,0,"[""Fire Hoses"", ""Breathing Apparatus""]",108.5
b37fd52a-d795-429f-a25e-1f4036165fb7,0aa1b9f5-207b-4042-a049-d4c7bb5c98a2,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
579270da-a74f-4962-b836-c7850a739354,4593cb8a-38e7-42c9-8882-1051a3523746,0,2,0,"[""Chainsaws""]",31.0
a7b306b7-3b4b-4090-ac83-22956d9398c2,43bcafea-fdac-4975-ba4b-ee750613f6b4,0,3,0,"[""Earthmovers""]",46.5
9202e61b-ad40-41ce-befb-537441812367,62096bbd-146e-4a8a-8ac3-75eaad0c889e,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
7e220c71-e6e6-49fc-aab6-2cdab6bdd14d,76fb06c6-e965-4747-ad79-30e8430156d5,0,3,0,"[""Earthmovers""]",46.5
0a2a47ce-aef8-4b46-8429-4df68d3dfd7d,281c8b09-3f0d-4bf8-94f3-e819c2a74357,0,3,0,"[""Earthmovers""]",46.5
62acdbb1-7c1f-452c-a339-7bda4b0df907,3c88f9c9-9f15-4fca-be0c-3257b759892c,0,2,0,"[""Chainsaws""]",31.0
4180554d-7a71-429c-9d27-d5f1d008f10b,0387ce62-8e25-41a5-8b18-02dc54cfce35,0,3,0,"[""Earthmovers""]",46.5
916eee4e-7838-4654-82a9-11ae40a16aae,b02599e1-f381-451c-8340-47577ee60d06,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
3b4cff27-e5ca-4b9b-82d9-a52ffb6386b9,70056cd4-6338-4097-a45c-0dc3794cdf08,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
98a3baeb-d356-43ac-9618-abd0a91cc21f,5ae959e1-c48b-4044-8715-b519129a6f39,0,5,0,"[""Earthmovers""]",77.5
1a3bfc03-8ab5-4eb6-906a-e0548b9a6c54,30d245a1-224f-47c5-9dbc-e58fb293715d,0,4,0,"[""Fire Hoses"", ""Breathing Apparatus""]",62.0
454e04c1-326d-4a87-86dd-973080ac678b,c9e74d4b-9754-4565-b156-3cb1a95839d5,1,1,0,"[""Life Jackets"", ""Ropes""]",35.5
8da1e332-5ee1-4586-8acb-ae63bea23018,7ae0c827-32b4-440e-933e-1b4bdaa94911,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
fc0034ab-e87e-4ee5-901c-879c45a814c5,c739cace-eb89-42e6-b00d-4c5e6fdb66df,0,2,0,"[""Chainsaws""]",31.0
a017bf4d-a3e3-4bd4-9489-3938b3e01d86,dc4dcf55-d107-49cc-b22c-96f2f7d3841f,0,2,0,"[""Chainsaws""]",31.0
7a3f2e4e-5906-4ef0-a95a-acf1111b0d67,7df02428-f1ff-4d63-aee4-5f32727c0aa0,4,6,7,"[""Life Jackets"", ""Ropes""]",211.5
710ddbc1-a9ca-4b13-af7c-614ac8126803,11be404f-a419-4b38-b8fe-a87053ab04a4,0,3,0,"[""Earthmovers""]",46.5
28f87ef4-4b58-4c64-9502-4b6e01a2cbeb,1d7e9a97-ad28-47f1-a547-6071cdf34f79,0,6,0,[],93.0
d8cf4acd-7f5a-419c-adc9-7d5a26846f21,d581881f-bade-41a0-b74c-a3ee42f76264,0,1,0,[],15.5
888db6ca-d68b-4686-81c5-38198c31e7b6,525dac5f-8393-4614-bb5b-611b68556045,0,1,0,[],15.5
d30ef70e-9fa6-4d2a-9782-82ebdafe5c13,fb2c0cee-56ce-4231-be6d-67f47312f0ab,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
b096b2b8-4835-4b43-8d42-cc9c7c79844b,8a2a7112-7f15-4c9d-8dfb-9b7c000c99ae,1,6,10,"[""Life Jackets"", ""Ropes""]",168.0
b45d0490-14aa-4032-ba5b-c5ce8e14a4c2,9ef9ee12-a849-473a-925c-e6bea29a5221,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
f907cee8-7162-4fd1-a14e-be4fe84997a8,3cbe9d92-02ab-4467-a330-e665ca2f260d,0,3,0,"[""Earthmovers""]",46.5
9cb61644-8c39-4c79-a726-14f379f76107,4984d575-dc34-4287-b73e-a0911dc6936d,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
6d9ece36-56b4-41c0-a7b1-6c4141e8f5ae,1d58a54f-6698-46ec-ad18-55775e4714cf,3,4,2,"[""Life Jackets"", ""Ropes""]",133.0
1884dfd7-8344-4b29-8991-7a7a7ceb1df9,3b74c20a-9f9a-4670-a39d-f649d207ae6a,4,3,9,"[""Life Jackets"", ""Ropes""]",176.0
1d72dae3-57ff-4049-8545-4e3a88fb4d5a,68cfb967-6ec5-4893-b52f-6852dd11bc2a,0,2,0,"[""Chainsaws""]",31.0
e7a5290c-1688-40eb-8b7b-b39d683e68ed,ad9404ff-7eeb-4bd6-8615-c27e48b41e1d,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
e610efd3-3df5-4d3a-a5b5-fc992e01b374,886eba88-f68c-464b-9ef7-676b3a0bc851,0,7,0,"[""Fire Hoses"", ""Breathing Apparatus""]",108.5
11fcab47-454a-42a9-ab76-974b2809c8b8,26043b61-10a4-41ab-a481-02a53da69012,0,1,0,[],15.5
65f0fca7-7c99-49ba-9820-9d4ae706783c,bb5b75f2-6c5b-42ff-a16e-a3a712691b9e,0,1,0,[],15.5
6e65e268-7c69-48e1-b9d7-740ade9f3e64,668a990a-e617-4950-b6c3-d3e6961fbe09,0,1,0,[],15.5
5191b858-f91e-4847-be9a-d5bc238374fc,45fcb5c3-c1f3-4e5d-bb40-ffcaa1a98aaa,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
ba0731cf-c91a-4539-84f6-614a4fb6dffd,ad89096b-726f-4741-beac-50fa3e5b23db,5,5,4,"[""Life Jackets"", ""Ropes""]",199.5
3963c956-371a-41f0-ba05-56e6072cb460,d4fe76ce-c284-43d5-b322-e018f5d904f9,0,3,0,"[""Earthmovers""]",46.5
43865ac7-9870-437e-9f11-3c8d4600823f,b6e847a9-f295-45a7-baae-6d07a153dd14,1,4,7,"[""Life Jackets"", ""Ropes""]",120.5
977c7da8-d656-49fc-8508-8103698c993b,b7dae827-c267-4bbc-aa1b-dc293872eb6e,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
ecdc0f50-4612-40b0-a01a-766b34666b3d,3e85b548-5c72-48d1-98ea-e34075b6c8b6,0,3,0,[],46.5
86ca4b6a-1c68-437a-aa85-53756d9448f8,ebe454f9-7e98-4c50-a50f-09091f49560d,0,4,0,"[""Chainsaws""]",62.0
41a23a22-679f-421d-9fb9-2224b1b467fa,4151678c-8112-4937-b3db-a323b96fbe81,0,7,0,"[""Fire Hoses"", ""Breathing Apparatus""]",108.5
d49aa7d1-acab-4f69-a8fb-3007dc5b3608,6fe69f01-5c3d-4e2f-8210-36cfe17866fd,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
a8d704ca-c6b0-4fd9-a0ba-2ec229a90866,42569c3f-107e-4759-ab6d-9311af0bc13c,0,5,0,"[""Chainsaws""]",77.5
97fb8627-7211-4621-8278-9685855abc2b,6ce6fe55-2114-4919-8a5b-bfb2058b4b72,4,5,3,"[""Life Jackets"", ""Ropes""]",174.0
751b303d-d3d4-4a88-8e70-127101e5d128,127b29b1-1ffc-4b07-9607-13d390312b91,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
3654477a-1542-4e7f-8ca5-e37b5df5165f,a519c811-322a-4867-8f47-7e0407f1349c,0,1,2,"[""Life Jackets"", ""Ropes""]",26.5
861bc8d9-0279-40a7-ad99-776de7e3f880,c51b917a-f86d-44e9-9064-ad1d35d46214,1,1,1,"[""Life Jackets"", ""Ropes""]",41.0
74dc344f-2ce4-4676-8c49-4b41527c3e8d,cfccda21-91a9-4e0c-a513-9104dd1bc165,0,5,0,"[""Earthmovers""]",77.5
a1393cf5-d2f3-4b64-9eee-14a34261d1e3,978b1c76-4a8a-4a8b-9c7f-7a87d3351ba5,0,7,0,"[""Chainsaws""]",108.5
1b1b0aa6-a2a2-4ce0-9f95-1bb4855f8b79,0aee51ac-8b10-45d7-bc43-2ce847d0d085,1,1,1,"[""Life Jackets"", ""Ropes""]",41.0
f71d4832-91ee-4aa0-95fc-45fe60516e80,51cc6572-8f50-4720-9a73-06075bd2b235,5,3,10,"[""Life Jackets"", ""Ropes""]",201.5
68cc3db4-666e-4e29-a348-335d3c15961c,ca6ee5b8-1ffc-493c-97f4-fb6c9f4389cd,0,2,0,"[""Chainsaws""]",31.0
a2565364-5133-41e4-a18d-fba1fe3ab7ec,15206f0e-779a-4e92-97c6-78027db07d2c,0,1,0,"[""Fire Hoses"", ""Breathing Apparatus""]",15.5
449f4a3e-5db2-4e45-a93a-6f85a859b45b,91310bf1-c07e-42ee-ba69-54cdbfad96be,1,1,1,"[""Life Jackets"", ""Ropes""]",41.0
7e24c0f9-8928-4f07-9f17-92f197b98a6c,7cb84e89-af50-4738-8825-7c4cf457a350,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
fab16fce-78cb-4fb7-9aed-57ad729a1174,62a49ae2-dc1f-4268-8a2e-c60e16d3c2f2,0,1,2,"[""Life Jackets"", ""Ropes""]",26.5
1981838b-484e-454f-8ab1-de3350094e56,6d59059c-1b3d-49fe-946f-4300c59d485a,0,2,0,"[""Fire Hoses"", ""Breathing Apparatus""]",31.0
455f21fb-9546-43ea-a540-91acb2c221af,92040744-5d1f-4292-9e82-d7700e549c0c,0,1,0,"[""Life Jackets"", ""Ropes""]",15.5
1e77acdf-0d4f-455d-8785-e43dc5f061f8,f94546f4-5b9b-4e9a-bbc0-0128218c6728,0,3,0,"[""Earthmovers""]",46.5
219782db-3306-4f56-b64b-ab3252add20b,995e9b45-791a-467f-9cba-0096bc85f567,0,6,0,"[""Chainsaws""]",93.0
e1643634-e09b-4104-8920-9897c0f23be8,83e4b578-f27a-4594-98ff-d817ea6dbcf6,1,1,2,"[""Life Jackets"", ""Ropes""]",46.5
6443e16b-5e41-4290-93b5-e810de0cc1a5,48c15341-3342-4146-8cf9-b8b199abbe93,0,3,0,"[""Earthmovers""]",46.5
03566bbe-8917-4b65-9d76-3e165af518f1,a06a1404-41b1-44bc-9309-dec6b274e9f8,0,3,0,"[""Earthmovers""]",46.5
4944b651-8008-4e15-b9e7-abd578c5b03e,b8db6e7a-e988-4b0e-b47a-0e649fc1bb8b,0,1,1,"[""Life Jackets"", ""Ropes""]",21.0
9f9c7261-f0ac-46db-859b-5fb86d7b97a8,66461b19-b9af-4c93-874e-19e44a69fef2,0,1,0,[],15.5
